cnpj,cnpj_formatado,razao_social,nome_fantasia,setor,categoria_cvm,situacao_cvm,site_ri,email,municipio,uf,tipo_emissor,descricao
25142831000129,25.142.831/0001-29,R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIPACOES S.A.,R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIPACOES S.A.,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,R046 RIO DE JANEIRO EMPREENDIMENTOS E PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
25176391000120,25.176.391/0001-20,ENEL GREEN POWER VOLTA GRANDE S.A,ENEL GREEN POWER VOLTA GRANDE S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ENEL GREEN POWER VOLTA GRANDE S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
25243894000171,25.243.894/0001-71,PETRA GOLD SERVICOS FINANCEIROS S A,PETRA GOLD SERVICOS FINANCEIROS S A,Renda Fixa / Crédito Privado,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,PETRA GOLD SERVICOS FINANCEIROS S A é devedor/emissor de ativos de renda fixa no mercado de capitais.
25298162000189,25.298.162/0001-89,OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S/A,OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
26051817000182,26.051.817/0001-82,POLO FILMS INDUSTRIA E COMERCIO SA..,POLO FILMS INDUSTRIA E COMERCIO SA..,Química e Petroquímica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,POLO FILMS INDUSTRIA E COMERCIO SA.. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26210970000105,26.210.970/0001-05,GREEN4T PARTICIPACOES S.A.,GREEN4T PARTICIPACOES S.A.,Renda Fixa / Crédito Privado,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,GREEN4T PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26280433000131,26.280.433/0001-31,HVB PARTICIPACOES S.A.,HVB PARTICIPACOES S.A.,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,HVB PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26355027000190,26.355.027/0001-90,GOIAS GERADORA DE ENERGIA RENOVAVEL S.A.,GOIAS GERADORA DE ENERGIA RENOVAVEL S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,GOIAS GERADORA DE ENERGIA RENOVAVEL S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26366052000170,26.366.052/0001-70,COMPANHIA BRASILEIRA DE PLANOS FUNERARIOS S.A.,COMPANHIA BRASILEIRA DE PLANOS FUNERARIOS S.A.,Outros Serviços,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,COMPANHIA BRASILEIRA DE PLANOS FUNERARIOS S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26404731000196,26.404.731/0001-96,ELETROZEMA S.A.,ELETROZEMA S.A.,Comércio Atacadista e Varejista,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ELETROZEMA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26433778000188,26.433.778/0001-88,GAIA CRED III COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,GAIA CRED III COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,GAIA CRED III COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS é devedor/emissor de ativos de renda fixa no mercado de capitais.
26469628000124,26.469.628/0001-24,SAO BARTOLOMEU GERADORA DE ENERGIA RENOVAVEL  S.A.,SAO BARTOLOMEU GERADORA DE ENERGIA RENOVAVEL  S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SAO BARTOLOMEU GERADORA DE ENERGIA RENOVAVEL  S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26617923000180,26.617.923/0001-80,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A.,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26643756000142,26.643.756/0001-42,USINAGEM EDLYN PARTICIPACOES SA,USINAGEM EDLYN PARTICIPACOES SA,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,USINAGEM EDLYN PARTICIPACOES SA é devedor/emissor de ativos de renda fixa no mercado de capitais.
26643937000179,26.643.937/0001-79,EMPRESA SUDESTE DE TRANSMISSAO DE ENERGIA S/A,EMPRESA SUDESTE DE TRANSMISSAO DE ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EMPRESA SUDESTE DE TRANSMISSAO DE ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
26680187000105,26.680.187/0001-05,BABILONIA HOLDING S.A.,BABILONIA HOLDING S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,BABILONIA HOLDING S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26796739000145,26.796.739/0001-45,TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TPE - TRANSMISSORA PARAISO DE ENERGIA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26796760000140,26.796.760/0001-40,TCC - TRANSMISSORA CAMINHO DO CAFE S.A.,TCC - TRANSMISSORA CAMINHO DO CAFE S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TCC - TRANSMISSORA CAMINHO DO CAFE S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26845283000166,26.845.283/0001-66,EQUATORIAL TRANSMISSORA 5 SPE S.A.,EQUATORIAL TRANSMISSORA 5 SPE S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EQUATORIAL TRANSMISSORA 5 SPE S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26845460000104,26.845.460/0001-04,EQUATORIAL TRANSMISSORA 3 SPE S.A,EQUATORIAL TRANSMISSORA 3 SPE S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EQUATORIAL TRANSMISSORA 3 SPE S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
26845497000132,26.845.497/0001-32,EQUATORIAL TRANSMISSORA 2 SPE S.A,EQUATORIAL TRANSMISSORA 2 SPE S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EQUATORIAL TRANSMISSORA 2 SPE S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
26845650000121,26.845.650/0001-21,EQUATORIAL TRANSMISSORA 1 SPE S.A,EQUATORIAL TRANSMISSORA 1 SPE S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EQUATORIAL TRANSMISSORA 1 SPE S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
26845702000160,26.845.702/0001-60,EQUATORIAL TRANSMISSORA 7 SPE S.A.,EQUATORIAL TRANSMISSORA 7 SPE S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EQUATORIAL TRANSMISSORA 7 SPE S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26855869000101,26.855.869/0001-01,AGUA VERMELHA TRANSMISSORA DE ENERGIA S.A,AGUA VERMELHA TRANSMISSORA DE ENERGIA S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,AGUA VERMELHA TRANSMISSORA DE ENERGIA S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
26885182000119,26.885.182/0001-19,TRANSMISSORA SERTANEJA DE ELETRICIDADE S.A.,TRANSMISSORA SERTANEJA DE ELETRICIDADE S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TRANSMISSORA SERTANEJA DE ELETRICIDADE S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26896005000138,26.896.005/0001-38,GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S.A.,GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
26929617000180,26.929.617/0001-80,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA,Serviços Imobiliários,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA é devedor/emissor de ativos de renda fixa no mercado de capitais.
26982634000180,26.982.634/0001-80,TURBI COMPARTILHAMENTO DE VEICULOS S.A.,TURBI COMPARTILHAMENTO DE VEICULOS S.A.,Transporte e Logística,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TURBI COMPARTILHAMENTO DE VEICULOS S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27074078000107,27.074.078/0001-07,VDB F3 GERACAO DE ENERGIA S.A.,VDB F3 GERACAO DE ENERGIA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,VDB F3 GERACAO DE ENERGIA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27135800000176,27.135.800/0001-76,SENSATTO ENERGIA SA,SENSATTO ENERGIA SA,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SENSATTO ENERGIA SA é devedor/emissor de ativos de renda fixa no mercado de capitais.
27137879000174,27.137.879/0001-74,COMP SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS I,COMP SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS I,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,COMP SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS I é devedor/emissor de ativos de renda fixa no mercado de capitais.
27218960000189,27.218.960/0001-89,WW HOLDING S.A,WW HOLDING S.A,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,WW HOLDING S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27219024000192,27.219.024/0001-92,PIRAPORA II SOLAR HOLDING S.A.,PIRAPORA II SOLAR HOLDING S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,PIRAPORA II SOLAR HOLDING S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27314933000100,27.314.933/0001-00,GRANSOL TERMINAIS MARITIMOS S/A,GRANSOL TERMINAIS MARITIMOS S/A,Transporte e Logística,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,GRANSOL TERMINAIS MARITIMOS S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27317154000168,27.317.154/0001-68,ARES 2 PARTICIPACOES S.A.,ARES 2 PARTICIPACOES S.A.,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ARES 2 PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27352303000120,27.352.303/0001-20,UHE SAO SIMAO ENERGIA S/A,UHE SAO SIMAO ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,UHE SAO SIMAO ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27373249000107,27.373.249/0001-07,PROTON ENERGY PARTICIPACOES S.A.,PROTON ENERGY PARTICIPACOES S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,PROTON ENERGY PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27512695000147,27.512.695/0001-47,ATHON ENERGIA S/A,ATHON ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ATHON ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27664414000171,27.664.414/0001-71,AGRO TALENT PARTICIPACOES S/A,AGRO TALENT PARTICIPACOES S/A,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,AGRO TALENT PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27665207000131,27.665.207/0001-31,BRASILPREV SEGUROS E PREVIDENCIA S/A,BRASILPREV SEGUROS E PREVIDENCIA S/A,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,BRASILPREV SEGUROS E PREVIDENCIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27757072000134,27.757.072/0001-34,BIZCAPITAL COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS S/A,BIZCAPITAL COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS S/A,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,BIZCAPITAL COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
27831352000145,27.831.352/0001-45,EDP TRANSMISSAO ALIANCA SC S.A.,EDP TRANSMISSAO ALIANCA SC S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EDP TRANSMISSAO ALIANCA SC S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27844178000175,27.844.178/0001-75,CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE FLORIANOPOLIS S.A.,CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE FLORIANOPOLIS S.A.,Transporte e Logística,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE FLORIANOPOLIS S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
27967244000102,27.967.244/0001-02,EQUATORIAL TRANSMISSORA 8 SPE S.A.,EQUATORIAL TRANSMISSORA 8 SPE S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EQUATORIAL TRANSMISSORA 8 SPE S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28008699000155,28.008.699/0001-55,TSM - TRANSMISSORA SERRA DA MANTIQUEIRA S/A,TSM - TRANSMISSORA SERRA DA MANTIQUEIRA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TSM - TRANSMISSORA SERRA DA MANTIQUEIRA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28008733000191,28.008.733/0001-91,SE VINEYARDS TRANSMISSAO DE ENERGIA S/A,SE VINEYARDS TRANSMISSAO DE ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SE VINEYARDS TRANSMISSAO DE ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28008887000183,28.008.887/0001-83,ARCOVERDE TRANSMISSAO DE ENERGIA S.A.,ARCOVERDE TRANSMISSAO DE ENERGIA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ARCOVERDE TRANSMISSAO DE ENERGIA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28019100000189,28.019.100/0001-89,VIAPAULISTA  S/A,VIAPAULISTA  S/A,Transporte e Logística,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,VIAPAULISTA  S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28029249000149,28.029.249/0001-49,MV PARTICIPACOES S.A.,MV PARTICIPACOES S.A.,Comércio Atacadista e Varejista,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,MV PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28037759000168,28.037.759/0001-68,EVOLTZ PARTICIPACOES S/A,EVOLTZ PARTICIPACOES S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,EVOLTZ PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28052123000195,28.052.123/0001-95,INTERLIGACAO ELETRICA IVAI S/A,INTERLIGACAO ELETRICA IVAI S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,INTERLIGACAO ELETRICA IVAI S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28131713000103,28.131.713/0001-03,SPE JFL V HOUSE EMPREENDIMENTO IMOBILIARIO S.A.,SPE JFL V HOUSE EMPREENDIMENTO IMOBILIARIO S.A.,Serviços Imobiliários,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SPE JFL V HOUSE EMPREENDIMENTO IMOBILIARIO S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28132263000173,28.132.263/0001-73,CA INVESTMENT BRAZIL S.A,CA INVESTMENT BRAZIL S.A,Papel e Celulose,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,CA INVESTMENT BRAZIL S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28409693000190,28.409.693/0001-90,BC GERACAO E COMERCIALIZACAO DE ENERGIA S.A,BC GERACAO E COMERCIALIZACAO DE ENERGIA S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,BC GERACAO E COMERCIALIZACAO DE ENERGIA S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28439049000164,28.439.049/0001-64,NEOENERGIA ITABAPOANA TRANSMISSAO DE ENERGIA S/A,NEOENERGIA ITABAPOANA TRANSMISSAO DE ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,NEOENERGIA ITABAPOANA TRANSMISSAO DE ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28442718000157,28.442.718/0001-57,RIOLOAN 2 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS .,RIOLOAN 2 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS .,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,RIOLOAN 2 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS . é devedor/emissor de ativos de renda fixa no mercado de capitais.
28655521000104,28.655.521/0001-04,RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS é devedor/emissor de ativos de renda fixa no mercado de capitais.
28758267000161,28.758.267/0001-61,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS I S.A.,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS I S.A.,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS I S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28789998000174,28.789.998/0001-74,KATRIUM INDUSTRIAS QUIMICAS S/A,KATRIUM INDUSTRIAS QUIMICAS S/A,Química e Petroquímica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,KATRIUM INDUSTRIAS QUIMICAS S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
28913030000108,28.913.030/0001-08,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS II S.A.,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS II S.A.,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS II S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28925264000175,28.925.264/0001-75,COMPANHIA ENERGETICA JAGUARA..,COMPANHIA ENERGETICA JAGUARA..,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,COMPANHIA ENERGETICA JAGUARA.. é devedor/emissor de ativos de renda fixa no mercado de capitais.
28942127000149,28.942.127/0001-49,COMPANHIA ENERGETICA MIRANDA,COMPANHIA ENERGETICA MIRANDA,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,COMPANHIA ENERGETICA MIRANDA é devedor/emissor de ativos de renda fixa no mercado de capitais.
29183782000123,29.183.782/0001-23,MORI ENERGIA HOLDING S/A,MORI ENERGIA HOLDING S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,MORI ENERGIA HOLDING S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29194128000115,29.194.128/0001-15,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A.,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A.,Serviços Imobiliários,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29206424000199,29.206.424/0001-99,REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A.,REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A.,Serviços Imobiliários,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29267972000129,29.267.972/0001-29,CARBON HOLDING FINANCEIRA S.A.,CARBON HOLDING FINANCEIRA S.A.,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,CARBON HOLDING FINANCEIRA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29303897000104,29.303.897/0001-04,DELTA 5 ENERGIA S.A.,DELTA 5 ENERGIA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,DELTA 5 ENERGIA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29320977000178,29.320.977/0001-78,VILA RIO GRANDE DO NORTE 2 EMPREENDIMENTOS E PARTICIPACOES S/A,VILA RIO GRANDE DO NORTE 2 EMPREENDIMENTOS E PARTICIPACOES S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,VILA RIO GRANDE DO NORTE 2 EMPREENDIMENTOS E PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29330011000111,29.330.011/0001-11,VILA SERGIPE 1 EMPREENDIMENTOS E PARTICIPACOES S/A,VILA SERGIPE 1 EMPREENDIMENTOS E PARTICIPACOES S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,VILA SERGIPE 1 EMPREENDIMENTOS E PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29401264000139,29.401.264/0001-39,VILA RIO GRANDE DO NORTE 1 EMPREENDIMENTOS E PARTICIPACOES S/A,VILA RIO GRANDE DO NORTE 1 EMPREENDIMENTOS E PARTICIPACOES S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,VILA RIO GRANDE DO NORTE 1 EMPREENDIMENTOS E PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29414779000173,29.414.779/0001-73,VILA LEOPOLDINA EMPREENDIMENTOS IMOBILIARIOS S/A,VILA LEOPOLDINA EMPREENDIMENTOS IMOBILIARIOS S/A,Serviços Imobiliários,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,VILA LEOPOLDINA EMPREENDIMENTOS IMOBILIARIOS S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29423638000117,29.423.638/0001-17,ENC ENERGY BRASIL PARTICIPACOES S.A,ENC ENERGY BRASIL PARTICIPACOES S.A,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ENC ENERGY BRASIL PARTICIPACOES S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29479531000190,29.479.531/0001-90,SUPRIMED PARTICIPACOES S.A.,SUPRIMED PARTICIPACOES S.A.,Assistência Médica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SUPRIMED PARTICIPACOES S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29532071000117,29.532.071/0001-17,SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A.,SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SPE TRANSMISSORA DE ENERGIA LINHA VERDE II S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29554549000100,29.554.549/0001-00,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A.,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A.,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29641242000146,29.641.242/0001-46,PARK EMPREENDIMENTOS COMERCIAIS S.A.,PARK EMPREENDIMENTOS COMERCIAIS S.A.,Construção Civil,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,PARK EMPREENDIMENTOS COMERCIAIS S.A. é devedor/emissor de ativos de renda fixa no mercado de capitais.
29736734000115,29.736.734/0001-15,LAGO DA PEDRA PARTICIPACOES S/A,LAGO DA PEDRA PARTICIPACOES S/A,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,LAGO DA PEDRA PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29774606000166,29.774.606/0001-66,ITAMARACA TRANSMISSORA SPE S.A,ITAMARACA TRANSMISSORA SPE S.A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,ITAMARACA TRANSMISSORA SPE S.A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29780061000109,29.780.061/0001-09,SAO CARLOS EMPREENDIMENTOS E PARTICIPACOES S/A,SAO CARLOS EMPREENDIMENTOS E PARTICIPACOES S/A,Empreendimentos e Participações,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,SAO CARLOS EMPREENDIMENTOS E PARTICIPACOES S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29894663000189,29.894.663/0001-89,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Financeiro,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,CONSIGNADOS I COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS é devedor/emissor de ativos de renda fixa no mercado de capitais.
29896310000118,29.896.310/0001-18,BRASAL ENERGIA S/A,BRASAL ENERGIA S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,BRASAL ENERGIA S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
29914974000162,29.914.974/0001-62,USINA JEQUITIBA SPE S/A,USINA JEQUITIBA SPE S/A,Energia Elétrica,Emissor / Devedor,Ativo,,,,,Emissor / Devedor,USINA JEQUITIBA SPE S/A é devedor/emissor de ativos de renda fixa no mercado de capitais.
